WKT;FID
"POINT (116.304655 39.904697)";7119
"POINT (116.30689 39.90557)";7120
"POINT (116.31068 39.906033)";7121
"POINT (116.31068 39.906033)";7122
"POINT (116.310765 39.896953)";7123
"POINT (116.310765 39.8962)";7124
"POINT (116.310765 39.8962)";7125
"POINT (116.298663 39.895807)";7126
"POINT (116.298663 39.895807)";7127
"POINT (116.285395 39.89582)";7128
"POINT (116.285395 39.89582)";7129
"POINT (116.272822 39.895893)";7130
"POINT (116.268373 39.897505)";7131
"POINT (116.268373 39.897505)";7132
"POINT (116.268103 39.907888)";7133
"POINT (116.268103 39.907888)";7134
"POINT (116.269047 39.917087)";7135
"POINT (116.269047 39.917087)";7136
"POINT (116.269272 39.926488)";7137
"POINT (116.269272 39.926488)";7138
"POINT (116.268368 39.935773)";7139
"POINT (116.268368 39.935773)";7140
"POINT (116.268758 39.945743)";7141
"POINT (116.268758 39.945743)";7142
"POINT (116.269688 39.956015)";7143
"POINT (116.269688 39.956015)";7144
"POINT (116.268695 39.966247)";7145
"POINT (116.268695 39.966247)";7146
"POINT (116.27801 39.973232)";7147
"POINT (116.27801 39.973232)";7148
"POINT (116.286767 39.98093)";7149
"POINT (116.286767 39.98093)";7150
"POINT (116.297918 39.983832)";7151
"POINT (116.30754 39.983883)";7152
"POINT (116.770813 35.806117)";7153
"POINT (116.772208 35.807907)";7154
"POINT (116.770523 35.80593)";7155
"POINT (116.77193 35.806467)";7156
"POINT (116.772713 35.80577)";7157
"POINT (116.772867 35.806822)";7158
"POINT (116.77173 35.80671)";7159
"POINT (116.772645 35.806197)";7160
"POINT (116.77277 35.806648)";7161
"POINT (116.770877 35.807235)";7162
"POINT (116.310098 39.981255)";7163
"POINT (116.305557 39.980755)";7164
"POINT (116.310418 39.981092)";7165
"POINT (116.310448 39.977295)";7166
"POINT (116.311137 39.975012)";7167
"POINT (116.307033 39.974663)";7168
"POINT (116.304032 39.980477)";7169
"POINT (116.309567 39.98403)";7170
"POINT (116.309097 39.980903)";7171
"POINT (116.309998 39.98429)";7172
"POINT (116.309998 39.98429)";7173
"POINT (116.296245 39.98384)";7174
"POINT (116.296245 39.98384)";7175
"POINT (116.284887 39.979533)";7176
"POINT (116.284887 39.979533)";7177
"POINT (116.276433 39.972592)";7178
"POINT (116.268628 39.967247)";7179
"POINT (116.268628 39.967247)";7180
"POINT (116.269313 39.957368)";7181
"POINT (116.269313 39.957368)";7182
"POINT (116.268687 39.948288)";7183
"POINT (116.268373 39.94597)";7184
"POINT (116.269395 39.946163)";7185
"POINT (116.269643 39.949442)";7186
"POINT (116.270402 39.949548)";7187
"POINT (116.271577 39.949467)";7188
"POINT (116.271007 39.95067)";7189
"POINT (116.269917 39.951035)";7190
"POINT (116.269917 39.951035)";7191
"POINT (116.2693 39.96101)";7192
"POINT (116.268885 39.96344)";7193
"POINT (116.268885 39.96344)";7194
"POINT (116.269643 39.953293)";7195
"POINT (116.269643 39.953293)";7196
"POINT (116.268212 39.943298)";7197
"POINT (116.268212 39.943298)";7198
"POINT (116.26825 39.93416)";7199
"POINT (116.26825 39.93416)";7200
"POINT (116.269097 39.9234)";7201
"POINT (116.269097 39.9234)";7202
"POINT (116.268178 39.912637)";7203
"POINT (116.268178 39.912637)";7204
"POINT (116.267938 39.903475)";7205
"POINT (116.267938 39.903475)";7206
"POINT (116.267917 39.894005)";7207
"POINT (116.267917 39.894005)";7208
"POINT (116.268348 39.884218)";7209
"POINT (116.268348 39.884218)";7210
"POINT (116.271992 39.8741)";7211
"POINT (116.271992 39.8741)";7212
"POINT (116.277115 39.865007)";7213
"POINT (116.277115 39.865007)";7214
"POINT (116.276878 39.85535)";7215
"POINT (116.276878 39.85535)";7216
"POINT (116.27751 39.846072)";7217
"POINT (116.27751 39.846072)";7218
"POINT (116.280458 39.83703)";7219
"POINT (116.284055 39.8295)";7220
"POINT (116.284055 39.8295)";7221
"POINT (116.284085 39.820355)";7222
"POINT (116.284085 39.820355)";7223
"POINT (116.285145 39.81115)";7224
"POINT (116.287072 39.806853)";7225
"POINT (116.279662 39.804063)";7226
"POINT (116.284735 39.796018)";7227
"POINT (116.283948 39.795288)";7228
"POINT (116.284273 39.79402)";7229
"POINT (116.286883 39.794815)";7230
"POINT (116.28543 39.794183)";7231
"POINT (116.287655 39.79517)";7232
"POINT (116.285387 39.794183)";7233
"POINT (116.2871 39.794887)";7234
"POINT (116.284465 39.793847)";7235
"POINT (116.283912 39.795532)";7236
"POINT (116.28462 39.796307)";7237
"POINT (116.279692 39.804107)";7238
"POINT (116.287062 39.806825)";7239
"POINT (116.287062 39.806825)";7240
"POINT (116.284293 39.816135)";7241
"POINT (116.284293 39.816135)";7242
"POINT (116.28385 39.825202)";7243
"POINT (116.284952 39.830418)";7244
"POINT (116.284952 39.830418)";7245
"POINT (116.279958 39.840307)";7246
"POINT (116.279958 39.840307)";7247
"POINT (116.277568 39.849448)";7248
"POINT (116.277568 39.849448)";7249
"POINT (116.277068 39.859817)";7250
"POINT (116.277068 39.859817)";7251
"POINT (116.274345 39.869762)";7252
"POINT (116.274345 39.869762)";7253
"POINT (116.270133 39.879563)";7254
"POINT (116.270133 39.879563)";7255
"POINT (116.268018 39.889037)";7256
"POINT (116.268018 39.889037)";7257
"POINT (116.268043 39.898675)";7258
"POINT (116.268043 39.898675)";7259
"POINT (116.268032 39.909058)";7260
"POINT (116.268032 39.909058)";7261
"POINT (116.269078 39.91812)";7262
"POINT (116.269078 39.91812)";7263
"POINT (116.269158 39.92806)";7264
"POINT (116.269158 39.92806)";7265
"POINT (116.26816 39.937938)";7266
"POINT (116.26816 39.937938)";7267
"POINT (116.269003 39.947775)";7268
"POINT (116.269003 39.947775)";7269
"POINT (116.269433 39.957902)";7270
"POINT (116.269433 39.957902)";7271
"POINT (116.269282 39.968145)";7272
"POINT (116.269282 39.968145)";7273
"POINT (116.279558 39.974317)";7274
"POINT (116.279558 39.974317)";7275
"POINT (116.288338 39.982032)";7276
"POINT (116.288338 39.982032)";7277
"POINT (116.301638 39.983877)";7278
"POINT (116.307473 39.983873)";7279
"POINT (116.307995 39.982775)";7280
"POINT (116.308817 39.982493)";7281
"POINT (116.255763 39.981058)";7282
"POINT (116.459463 39.906283)";7283
"POINT (116.25481 39.974312)";7284
"POINT (116.255567 39.979592)";7285
"POINT (116.25252 39.978152)";7286
"POINT (116.251938 39.977355)";7287
"POINT (116.251938 39.977355)";7288
"POINT (116.258602 39.96939)";7289
"POINT (116.268387 39.96769)";7290
"POINT (116.268203 39.965173)";7291
"POINT (116.26897 39.965067)";7292
"POINT (116.270688 39.965133)";7293
"POINT (116.270483 39.96892)";7294
"POINT (116.270483 39.96892)";7295
"POINT (116.2798 39.974413)";7296
"POINT (116.2798 39.974413)";7297
"POINT (116.28767 39.981342)";7298
"POINT (116.297198 39.983313)";7299
"POINT (116.30683 39.983763)";7300
"POINT (116.307598 39.984228)";7301
"POINT (116.307775 39.982622)";7302
"POINT (116.298627 39.981995)";7303
"POINT (116.298627 39.981995)";7304
"POINT (116.30788 39.954265)";7305
"POINT (116.30788 39.954265)";7306
"POINT (116.30801 39.970758)";7307
"POINT (116.30801 39.970758)";7308
"POINT (116.267007 39.961855)";7309
"POINT (116.262802 39.960313)";7310
"POINT (116.262802 39.960313)";7311
"POINT (116.21339 39.984217)";7312
"POINT (116.21339 39.984217)";7313
"POINT (116.311765 39.979562)";7314
"POINT (116.308237 39.979625)";7315
"POINT (116.310442 39.979457)";7316
"POINT (116.310442 39.979457)";7317
"POINT (116.313152 39.970393)";7318
"POINT (116.314915 39.965885)";7319
"POINT (116.314915 39.965885)";7320
"POINT (116.328092 39.966205)";7321
"POINT (116.328092 39.966205)";7322
"POINT (116.340402 39.966308)";7323
"POINT (116.340402 39.966308)";7324
"POINT (116.352765 39.96633)";7325
"POINT (116.352765 39.96633)";7326
"POINT (116.364708 39.966503)";7327
"POINT (116.364708 39.966503)";7328
"POINT (116.376425 39.966807)";7329
"POINT (116.376425 39.966807)";7330
"POINT (116.388177 39.967092)";7331
"POINT (116.388177 39.967092)";7332
"POINT (116.400048 39.967203)";7333
"POINT (116.40064 39.967238)";7334
"POINT (116.40064 39.967238)";7335
"POINT (116.40163 39.958202)";7336
"POINT (116.40163 39.958202)";7337
"POINT (116.401738 39.948873)";7338
"POINT (116.401988 39.947123)";7339
"POINT (116.401988 39.947123)";7340
"POINT (116.413975 39.94809)";7341
"POINT (116.413975 39.94809)";7342
"POINT (116.426117 39.947985)";7343
"POINT (116.426117 39.947985)";7344
"POINT (116.42762 39.938328)";7345
"POINT (116.42762 39.938328)";7346
"POINT (116.428072 39.928925)";7347
"POINT (116.427812 39.922657)";7348
"POINT (116.43324 39.922592)";7349
"POINT (116.4399 39.92155)";7350
"POINT (116.440022 39.920972)";7351
"POINT (116.44159 39.920402)";7352
"POINT (116.444163 39.920405)";7353
"POINT (116.444188 39.91256)";7354
"POINT (116.454267 39.911847)";7355
"POINT (116.252965 39.978567)";7356
"POINT (116.26903 39.964323)";7357
"POINT (116.252585 39.978132)";7358
"POINT (116.252585 39.978132)";7359
"POINT (116.266237 39.967028)";7360
"POINT (116.268218 39.966467)";7361
"POINT (116.268127 39.965538)";7362
"POINT (116.269203 39.964782)";7363
"POINT (116.461315 39.884392)";7364
"POINT (116.461068 39.885127)";7365
"POINT (116.461322 39.883857)";7366
"POINT (116.461407 39.87925)";7367
"POINT (116.461595 39.878317)";7368
"POINT (116.461828 39.882732)";7369
"POINT (116.46093 39.882802)";7370
"POINT (116.457918 39.882845)";7371
"POINT (116.455688 39.882917)";7372
"POINT (116.454645 39.886427)";7373
"POINT (116.453863 39.886503)";7374
"POINT (116.454937 39.887438)";7375
"POINT (116.454933 39.888913)";7376
"POINT (116.45482 39.892357)";7377
"POINT (116.453937 39.8925)";7378
"POINT (116.454888 39.891508)";7379
"POINT (116.454567 39.883262)";7380
"POINT (116.450278 39.88336)";7381
"POINT (116.450278 39.88336)";7382
"POINT (116.4383 39.883372)";7383
"POINT (116.438165 39.882943)";7384
"POINT (116.438165 39.882943)";7385
"POINT (116.45016 39.882948)";7386
"POINT (116.452187 39.882897)";7387
"POINT (116.450613 39.883668)";7388
"POINT (116.452843 39.883135)";7389
"POINT (116.454023 39.882828)";7390
"POINT (116.455418 39.88286)";7391
"POINT (116.45824 39.88322)";7392
"POINT (116.459627 39.883825)";7393
"POINT (116.460227 39.885258)";7394
"POINT (116.252288 39.977862)";7395
"POINT (116.403675 39.929457)";7396
"POINT (116.251843 39.977672)";7397
"POINT (116.251843 39.977672)";7398
"POINT (116.260315 39.968538)";7399
"POINT (116.260315 39.968538)";7400
"POINT (116.28265 39.97774)";7401
"POINT (116.28265 39.97774)";7402
"POINT (116.308275 39.982898)";7403
"POINT (116.308467 39.98321)";7404
"POINT (116.308467 39.98321)";7405
"POINT (116.320712 39.981698)";7406
"POINT (116.320712 39.981698)";7407
"POINT (116.383468 39.942378)";7408
"POINT (116.254903 39.979617)";7409
"POINT (116.302952 39.981088)";7410
"POINT (116.254343 39.979553)";7411
"POINT (116.252245 39.977753)";7412
"POINT (116.252245 39.977753)";7413
"POINT (116.258437 39.968893)";7414
"POINT (116.26763 39.96838)";7415
"POINT (116.268162 39.965257)";7416
"POINT (116.26921 39.964703)";7417
"POINT (116.26921 39.964703)";7418
"POINT (116.280702 39.975033)";7419
"POINT (116.280702 39.975033)";7420
"POINT (116.288375 39.981948)";7421
"POINT (116.288375 39.981948)";7422
"POINT (116.30048 39.98345)";7423
"POINT (116.307248 39.98339)";7424
"POINT (116.307805 39.982522)";7425
"POINT (116.309302 39.984718)";7426
"POINT (116.308333 39.983557)";7427
"POINT (116.308333 39.983557)";7428
"POINT (116.309713 39.973978)";7429
"POINT (116.309713 39.973978)";7430
"POINT (116.311412 39.964362)";7431
"POINT (116.31233 39.959535)";7432
"POINT (116.31233 39.959535)";7433
"POINT (116.307668 39.981203)";7434
"POINT (116.307405 39.982082)";7435
"POINT (116.305455 39.982043)";7436
"POINT (116.308747 39.980492)";7437
"POINT (116.309238 39.976568)";7438
"POINT (116.312788 39.984185)";7439
"POINT (116.312788 39.984185)";7440
"POINT (116.32494 39.984658)";7441
"POINT (116.32494 39.984658)";7442
"POINT (116.338428 39.985122)";7443
"POINT (116.338428 39.985122)";7444
"POINT (116.352213 39.985642)";7445
"POINT (116.352213 39.985642)";7446
"POINT (116.36398 39.98596)";7447
"POINT (116.372883 39.985775)";7448
"POINT (116.373143 39.986743)";7449
"POINT (116.373143 39.986743)";7450
"POINT (116.367277 39.995832)";7451
"POINT (116.364583 39.999708)";7452
"POINT (116.364583 39.999708)";7453
"POINT (116.37699 40.000607)";7454
"POINT (116.37699 40.000607)";7455
"POINT (116.392033 40.001047)";7456
"POINT (116.400647 40.001317)";7457
"POINT (116.401795 40.002125)";7458
"POINT (116.40229 40.004232)";7459
"POINT (116.403777 40.004493)";7460
"POINT (116.410452 40.005252)";7461
"POINT (116.410452 40.005252)";7462
"POINT (116.410562 39.99515)";7463
"POINT (116.410588 39.994093)";7464
"POINT (116.40848 39.989532)";7465
"POINT (116.407525 39.987547)";7466
"POINT (116.400003 39.987717)";7467
"POINT (116.401098 39.988228)";7468
"POINT (116.400788 39.985948)";7469
"POINT (116.400167 39.98684)";7470
"POINT (116.400167 39.98684)";7471
"POINT (116.412622 39.987375)";7472
"POINT (116.412622 39.987375)";7473
"POINT (116.425923 39.987767)";7474
"POINT (116.425923 39.987767)";7475
"POINT (116.438583 39.985327)";7476
"POINT (116.438583 39.985327)";7477
"POINT (116.448063 39.979943)";7478
"POINT (116.448063 39.979943)";7479
"POINT (116.457133 39.973948)";7480
"POINT (116.463132 39.971048)";7481
"POINT (116.463132 39.971048)";7482
"POINT (116.471205 39.97823)";7483
"POINT (116.471205 39.97823)";7484
"POINT (116.479877 39.985942)";7485
"POINT (116.479877 39.985942)";7486
"POINT (116.487993 39.993475)";7487
"POINT (116.487993 39.993475)";7488
"POINT (116.495238 40.000633)";7489
"POINT (116.495238 40.000633)";7490
"POINT (116.503378 40.007605)";7491
"POINT (116.503378 40.007605)";7492
"POINT (116.51164 40.015757)";7493
"POINT (116.51164 40.015757)";7494
"POINT (116.517208 40.023987)";7495
"POINT (116.517208 40.023987)";7496
"POINT (116.522832 40.032275)";7497
"POINT (116.522832 40.032275)";7498
"POINT (116.527695 40.040912)";7499
"POINT (116.527695 40.040912)";7500
"POINT (116.532448 40.049643)";7501
"POINT (116.532448 40.049643)";7502
"POINT (116.540093 40.05649)";7503
"POINT (116.543198 40.058353)";7504
"POINT (116.544743 40.059618)";7505
"POINT (116.54656 40.06107)";7506
"POINT (116.547355 40.061805)";7507
"POINT (116.547355 40.061805)";7508
"POINT (116.550567 40.071952)";7509
"POINT (116.550567 40.071952)";7510
"POINT (116.552115 40.081305)";7511
"POINT (116.552115 40.081305)";7512
"POINT (116.553575 40.090265)";7513
"POINT (116.553575 40.090265)";7514
"POINT (116.555063 40.099335)";7515
"POINT (116.555063 40.099335)";7516
"POINT (116.556847 40.108472)";7517
"POINT (116.556847 40.108472)";7518
"POINT (116.563485 40.116127)";7519
"POINT (116.566887 40.11676)";7520
"POINT (116.566783 40.118308)";7521
"POINT (116.568047 40.11767)";7522
"POINT (116.566778 40.1174)";7523
"POINT (116.56666 40.116535)";7524
"POINT (116.563745 40.11673)";7525
"POINT (116.562668 40.117905)";7526
"POINT (116.560943 40.117278)";7527
"POINT (116.560943 40.117278)";7528
"POINT (116.556577 40.108)";7529
"POINT (116.556577 40.108)";7530
"POINT (116.554883 40.099018)";7531
"POINT (116.554883 40.099018)";7532
"POINT (116.553417 40.09003)";7533
"POINT (116.553417 40.09003)";7534
"POINT (116.55182 40.080662)";7535
"POINT (116.55182 40.080662)";7536
"POINT (116.55032 40.07138)";7537
"POINT (116.55032 40.07138)";7538
"POINT (116.547198 40.061872)";7539
"POINT (116.547198 40.061872)";7540
"POINT (116.538353 40.055685)";7541
"POINT (116.538353 40.055685)";7542
"POINT (116.530993 40.047625)";7543
"POINT (116.530993 40.047625)";7544
"POINT (116.526572 40.038668)";7545
"POINT (116.526572 40.038668)";7546
"POINT (116.52124 40.030133)";7547
"POINT (116.52124 40.030133)";7548
"POINT (116.515675 40.021922)";7549
"POINT (116.515675 40.021922)";7550
"POINT (116.510227 40.013862)";7551
"POINT (116.510227 40.013862)";7552
"POINT (116.502075 40.006538)";7553
"POINT (116.502075 40.006538)";7554
"POINT (116.493355 39.998987)";7555
"POINT (116.493355 39.998987)";7556
"POINT (116.486163 39.991723)";7557
"POINT (116.486163 39.991723)";7558
"POINT (116.478288 39.984613)";7559
"POINT (116.478288 39.984613)";7560
"POINT (116.470473 39.977545)";7561
"POINT (116.470473 39.977545)";7562
"POINT (116.460677 39.972143)";7563
"POINT (116.460677 39.972143)";7564
"POINT (116.451478 39.977862)";7565
"POINT (116.451478 39.977862)";7566
"POINT (116.442097 39.98417)";7567
"POINT (116.44175 39.985182)";7568
"POINT (116.443757 39.985432)";7569
"POINT (116.445308 39.983193)";7570
"POINT (116.44477 39.982427)";7571
"POINT (116.44477 39.982427)";7572
"POINT (116.434135 39.987173)";7573
"POINT (116.434135 39.987173)";7574
"POINT (116.422358 39.987715)";7575
"POINT (116.422358 39.987715)";7576
"POINT (116.4093 39.987375)";7577
"POINT (116.402333 39.987792)";7578
"POINT (116.402333 39.987792)";7579
"POINT (116.401543 39.997165)";7580
"POINT (116.401892 40.00423)";7581
"POINT (116.403257 40.004488)";7582
"POINT (116.404225 40.004612)";7583
"POINT (116.403195 40.004473)";7584
"POINT (116.401662 40.004088)";7585
"POINT (116.401662 40.004088)";7586
"POINT (116.401392 39.994898)";7587
"POINT (116.400757 39.988223)";7588
"POINT (116.400757 39.988223)";7589
"POINT (116.388473 39.9868)";7590
"POINT (116.388473 39.9868)";7591
"POINT (116.374893 39.986362)";7592
"POINT (116.374893 39.986362)";7593
"POINT (116.361955 39.985995)";7594
"POINT (116.361955 39.985995)";7595
"POINT (116.348388 39.985602)";7596
"POINT (116.348388 39.985602)";7597
"POINT (116.336593 39.98525)";7598
"POINT (116.336593 39.98525)";7599
"POINT (116.324673 39.98473)";7600
"POINT (116.324673 39.98473)";7601
"POINT (116.312463 39.98441)";7602
"POINT (116.312463 39.98441)";7603
"POINT (116.30059 39.98415)";7604
"POINT (116.300232 39.984653)";7605
"POINT (116.301945 39.984747)";7606
"POINT (116.31095 39.996588)";7607
"POINT (116.314257 40.040468)";7608
"POINT (116.310938 39.996563)";7609
"POINT (116.309393 39.995855)";7610
"POINT (116.309447 40.003955)";7611
"POINT (116.313028 40.005383)";7612
"POINT (116.313028 40.005383)";7613
"POINT (116.311417 40.015297)";7614
"POINT (116.311417 40.015297)";7615
"POINT (116.307657 40.024113)";7616
"POINT (116.307268 40.02736)";7617
"POINT (116.311363 40.028575)";7618
"POINT (116.308955 40.035963)";7619
"POINT (116.317332 40.034597)";7620
"POINT (116.316898 40.039077)";7621
"POINT (116.314467 40.03919)";7622
"POINT (116.254337 39.97928)";7623
"POINT (115.943473 40.150877)";7624
"POINT (116.251952 39.97777)";7625
"POINT (116.25398 39.974565)";7626
"POINT (116.253635 39.974733)";7627
"POINT (116.261112 39.967858)";7628
"POINT (116.268293 39.96847)";7629
"POINT (116.268382 39.965187)";7630
"POINT (116.26897 39.964952)";7631
"POINT (116.26897 39.964952)";7632
"POINT (116.098643 40.013868)";7633
"POINT (116.103673 40.012753)";7634
"POINT (116.10647 40.017068)";7635
"POINT (116.10647 40.017068)";7636
"POINT (116.099678 40.024658)";7637
"POINT (116.099678 40.024658)";7638
"POINT (116.013968 40.11397)";7639
"POINT (116.013968 40.11397)";7640
"POINT (115.995338 40.120607)";7641
"POINT (115.995338 40.120607)";7642
"POINT (115.970252 40.143847)";7643
"POINT (115.970252 40.143847)";7644
"POINT (115.955462 40.145345)";7645
"POINT (116.34917 39.85201)";7646
"POINT (115.432997 39.63623)";7647
"POINT (116.348027 39.851178)";7648
"POINT (116.348027 39.851178)";7649
"POINT (116.359422 39.853322)";7650
"POINT (116.359422 39.853322)";7651
"POINT (116.371138 39.855477)";7652
"POINT (116.371138 39.855477)";7653
"POINT (116.383027 39.855502)";7654
"POINT (116.385523 39.855785)";7655
"POINT (116.385523 39.855785)";7656
"POINT (116.397227 39.855505)";7657
"POINT (116.407457 39.855633)";7658
"POINT (116.409443 39.855853)";7659
"POINT (116.410102 39.856623)";7660
"POINT (116.410552 39.855778)";7661
"POINT (116.410552 39.855778)";7662
"POINT (116.422185 39.856757)";7663
"POINT (116.425503 39.857093)";7664
"POINT (116.424502 39.86402)";7665
"POINT (116.43219 39.864425)";7666
"POINT (116.433185 39.865877)";7667
"POINT (116.435135 39.865873)";7668
"POINT (116.435422 39.864665)";7669
"POINT (116.438067 39.864537)";7670
"POINT (116.438892 39.863393)";7671
"POINT (116.433247 39.862622)";7672
"POINT (116.432907 39.864513)";7673
"POINT (116.434322 39.864198)";7674
"POINT (116.430065 39.86468)";7675
"POINT (116.422365 39.86451)";7676
"POINT (116.415587 39.864343)";7677
"POINT (116.415537 39.865173)";7678
"POINT (116.415748 39.864283)";7679
"POINT (116.415748 39.864283)";7680
"POINT (116.427972 39.864668)";7681
"POINT (116.432635 39.86452)";7682
"POINT (116.432723 39.86263)";7683
"POINT (116.437932 39.863148)";7684
"POINT (116.439033 39.863463)";7685
"POINT (116.448497 39.862632)";7686
"POINT (116.448497 39.862632)";7687
"POINT (116.436432 39.864107)";7688
"POINT (116.435925 39.864273)";7689
"POINT (116.438515 39.864153)";7690
"POINT (116.439662 39.864347)";7691
"POINT (116.434347 39.864812)";7692
"POINT (116.435655 39.866112)";7693
"POINT (116.433078 39.864568)";7694
"POINT (116.433015 39.86597)";7695
"POINT (116.432575 39.864712)";7696
"POINT (116.424113 39.864375)";7697
"POINT (116.425778 39.857617)";7698
"POINT (116.416763 39.856303)";7699
"POINT (116.416763 39.856303)";7700
"POINT (116.442017 39.891378)";7701
"POINT (116.442017 39.891378)";7702
"POINT (116.451193 39.900467)";7703
"POINT (116.460455 39.90321)";7704
"POINT (116.464923 39.910498)";7705
"POINT (116.468022 39.910758)";7706
"POINT (116.468022 39.910758)";7707
"POINT (116.473028 39.920905)";7708
"POINT (116.473028 39.920905)";7709
"POINT (116.471852 39.932253)";7710
"POINT (116.471852 39.932253)";7711
"POINT (116.475715 39.941402)";7712
"POINT (116.475715 39.941402)";7713
"POINT (116.477373 39.95265)";7714
"POINT (116.477373 39.95265)";7715
"POINT (116.479238 39.965573)";7716
"POINT (116.479238 39.965573)";7717
"POINT (116.4836 39.975188)";7718
"POINT (116.4836 39.975188)";7719
"POINT (116.486597 39.985398)";7720
"POINT (116.486597 39.985398)";7721
"POINT (116.492213 40.005193)";7722
"POINT (116.492213 40.005193)";7723
"POINT (116.495312 40.019443)";7724
"POINT (116.495312 40.019443)";7725
"POINT (116.495445 40.028953)";7726
"POINT (116.495445 40.028953)";7727
"POINT (116.498702 40.040253)";7728
"POINT (116.498702 40.040253)";7729
"POINT (116.501807 40.053505)";7730
"POINT (116.501807 40.053505)";7731
"POINT (116.505657 40.062032)";7732
"POINT (116.505657 40.062032)";7733
"POINT (116.510288 40.072625)";7734
"POINT (116.510288 40.072625)";7735
"POINT (116.514215 40.083432)";7736
"POINT (116.514215 40.083432)";7737
"POINT (116.517392 40.092503)";7738
"POINT (116.518128 40.094802)";7739
"POINT (116.518128 40.094802)";7740
"POINT (116.348515 39.853842)";7741
"POINT (116.348038 39.853442)";7742
"POINT (116.348005 39.850333)";7743
"POINT (116.352723 39.851748)";7744
"POINT (116.353182 39.844773)";7745
"POINT (116.364597 39.844573)";7746
"POINT (116.365243 39.849007)";7747
"POINT (116.365243 39.849007)";7748
"POINT (116.376977 39.848573)";7749
"POINT (116.38045 39.84803)";7750
"POINT (116.380592 39.849352)";7751
"POINT (116.380787 39.85252)";7752
"POINT (116.38045 39.85496)";7753
"POINT (116.387792 39.855355)";7754
"POINT (116.38792 39.852415)";7755
"POINT (116.387868 39.85536)";7756
"POINT (116.387158 39.855342)";7757
"POINT (116.38791 39.859163)";7758
"POINT (116.38581 39.859292)";7759
"POINT (116.380902 39.859445)";7760
"POINT (116.380428 39.860463)";7761
"POINT (116.380133 39.855952)";7762
"POINT (116.37748 39.855935)";7763
"POINT (116.37748 39.855935)";7764
"POINT (116.385797 39.84788)";7765
"POINT (116.391917 39.842422)";7766
"POINT (116.391917 39.842422)";7767
"POINT (116.373695 39.853815)";7768
"POINT (116.374055 39.854988)";7769
"POINT (116.380478 39.8559)";7770
"POINT (116.38065 39.85074)";7771
"POINT (116.380717 39.850233)";7772
"POINT (116.379933 39.8505)";7773
"POINT (116.38044 39.853888)";7774
"POINT (116.380342 39.855143)";7775
"POINT (116.376865 39.856158)";7776
"POINT (116.376865 39.856158)";7777
"POINT (116.367062 39.824203)";7778
"POINT (116.367062 39.824203)";7779
"POINT (116.349385 39.851205)";7780
"POINT (116.349402 39.85129)";7781
"POINT (116.348765 39.855395)";7782
"POINT (116.34781 39.856018)";7783
"POINT (116.34884 39.855565)";7784
"POINT (116.348522 39.854062)";7785
"POINT (116.347533 39.854165)";7786
"POINT (116.347533 39.854165)";7787
"POINT (116.360055 39.853635)";7788
"POINT (116.36761 39.852128)";7789
"POINT (116.36761 39.852128)";7790
"POINT (116.347697 39.853997)";7791
"POINT (116.347697 39.853997)";7792
"POINT (116.334717 39.853698)";7793
"POINT (116.334717 39.853698)";7794
"POINT (115.582097 39.657448)";7795
"POINT (115.582097 39.657448)";7796
"POINT (115.56808 39.654438)";7797
"POINT (115.56808 39.654438)";7798
"POINT (115.55597 39.648048)";7799
"POINT (115.55597 39.648048)";7800
"POINT (115.54547 39.641845)";7801
"POINT (115.54547 39.641845)";7802
"POINT (115.53269 39.643565)";7803
"POINT (115.53269 39.643565)";7804
"POINT (115.52054 39.643977)";7805
"POINT (115.52054 39.643977)";7806
"POINT (115.504633 39.643083)";7807
"POINT (115.504633 39.643083)";7808
"POINT (115.492447 39.641597)";7809
"POINT (115.492447 39.641597)";7810
"POINT (115.478198 39.639545)";7811
"POINT (115.478198 39.639545)";7812
"POINT (115.463995 39.638545)";7813
"POINT (115.463995 39.638545)";7814
"POINT (115.449378 39.638097)";7815
"POINT (116.310767 39.983658)";7816
"POINT (116.327147 40.044055)";7817
"POINT (116.311238 39.983787)";7818
"POINT (116.311238 39.983787)";7819
"POINT (116.309038 39.997483)";7820
"POINT (116.30922 40.00305)";7821
"POINT (116.313043 40.00525)";7822
"POINT (116.313043 40.00525)";7823
"POINT (116.311325 40.014632)";7824
"POINT (116.311325 40.014632)";7825
"POINT (116.307333 40.0261)";7826
"POINT (116.306788 40.028447)";7827
"POINT (116.306225 40.028488)";7828
"POINT (116.30526 40.025382)";7829
"POINT (116.30526 40.025382)";7830
"POINT (116.316178 40.032233)";7831
"POINT (116.316813 40.034762)";7832
"POINT (116.321347 40.034153)";7833
"POINT (116.322478 40.033568)";7834
"POINT (116.329625 40.036012)";7835
"POINT (116.324618 40.042418)";7836
"POINT (116.326867 40.043013)";7837
"POINT (116.309362 39.982618)";7838
"POINT (116.255628 39.981135)";7839
"POINT (116.309568 39.982387)";7840
"POINT (116.307845 39.982468)";7841
"POINT (116.310007 39.982583)";7842
"POINT (116.31027 39.981372)";7843
"POINT (116.31027 39.981372)";7844
"POINT (116.280022 39.974815)";7845
"POINT (116.280022 39.974815)";7846
"POINT (116.255402 39.980467)";7847
"POINT (116.255485 39.980438)";7848
"POINT (116.77417 35.80661)";7849
"POINT (116.774603 35.806612)";7850
"POINT (116.774233 35.806602)";7851
"POINT (116.77534 35.806392)";7852
"POINT (116.383788 39.871508)";7853
"POINT (116.306095 39.978797)";7854
